Titulo,URL,Conteudo
Aberta consulta pública para reciclagem de embalagens de plástico,https://www.gov.br/mma/pt-br/assuntos/noticias/aberta-consulta-publica-para-reciclagem-de-embalagens-de-plastico,"OMinistério do Meio Ambiente (MMA) abriu nesta quinta-feira (6/10) consulta pública sobre decreto que institui sistema de logística reversa de embalagens de plástico. O objetivo é aumentar a reciclagem do plástico e evitar o descarte inadequado nas ruas, rios e mares. A medida integra o Programa Lixão Zero e o Programa Nacional de Logística Reversa e está alinhada ao Plano Nacional de Resíduos Sólidos.

Por meio da logística reversa, as embalagens de plástico retornarão para o ciclo produtivo, com geração de empregos verdes, preservação de recursos naturais e redução da poluição ambiental. Além disso, a reciclagem contribui para a diminuição da emissão de gases de efeito estufa e do consumo de água e de energia na indústria.

A proposta de regulamento abrange fabricantes, importadores, distribuidores e comerciantes de produtos comercializados em embalagens de plástico e também enfatiza a importância do consumidor.

Também estimula a inserção produtiva e a remuneração de cooperativas de catadores de materiais recicláveis na prestação de serviços de coleta, triagem e transporte de embalagens de plástico.

Municípios também serão beneficiados, visto que atualmente sobrecarregam seus sistemas de limpeza com resíduos pelos quais não são responsáveis. Isto porque a legislação prevê que a logística reversa deve ser realizada de forma independente do serviço público de limpeza urbana e de manejo dos resíduos sólidos.

As contribuições para a consulta pública referente à proposta de Decreto podem ser feitas até o dia 04/11/2022, exclusivamente por meio da Plataforma Participa +Brasil, por meio do link https://www.gov.br/participamaisbrasil/decreto-embalagens-de-plastico .

ASCOM MMA"
Abertas as inscrições para o curso de Introdução aos Planos de Manejo em Unidades de Conservação,https://www.gov.br/mma/pt-br/assuntos/noticias/abertas-as-inscricoes-para-o-curso-de-introducao-aos-planos-de-manejo-em-unidades-de-conservacao,"Estão abertas as inscrições para o curso “Introdução aos Planos de Manejo em Unidades de Conservação”. Com carga horária de 20 horas, o conteúdo será disponibilizado por meio do Educa+, a plataforma de Ensino a Distância do Ministério do Meio Ambiente. Ao todo, três mil pessoas poderão participar das aulas.

O curso é gratuito e tem como objetivo auxiliar consultores, gestores, estudantes e representantes da sociedade que se relacionam com processos de planejamento e gestão de Unidades de Conservação, tais como os membros dos conselhos gestores, beneficiários, voluntários e usuários de uma maneira geral. Para isso, são apresentados os conceitos introdutórios sobre o conteúdo e as etapas do processo de elaboração de Planos de Manejo para Unidades de Conservação Públicas e Privadas.

As aulas serão ministradas de forma remota, pela plataforma online do Educa+, aberta para toda a população e 100% gratuita. As inscrições começaram nesta segunda-feira (03/10) e vão até o dia 14 de outubro. O curso poderá ser realizado no período de 03 de outubro a 18 de novembro. Para se inscrever, os interessados precisam acessar o portal ead.mma.gov.br, clicar em “inscrições abertas” e em ""inscreva-se''.

Clique aqui para realizar sua inscrição.

Educa+
A plataforma Educa+ é uma iniciativa do MMA para disponibilizar cursos e palestras voltados à educação ambiental. Os conteúdos ficam abertos para o público em plataformas gratuitas e digitais, no site e canais oficiais do MMA.

 

ASCOM MMA"
Projeto Floresta+ Amazônia recebe inscrições na modalidade Conservação e tem chamada aberta de solicitação de informação para a modalidade Recuperação,https://www.gov.br/mma/pt-br/assuntos/noticias/projeto-floresta-amazonia-recebe-inscricoes-na-modalidade-conservacao-e-tem-chamada-aberta-de-solicitacao-de-informacao-para-a-modalidade-recuperacao,"Pequenos produtores, proprietários e possuidores de imóveis rurais dos nove estados da Amazônia Legal podem se inscrever para a segunda chamada pública da modalidade Floresta+ Conservação, do Projeto Floresta+ Amazônia. Os selecionados receberão incentivos financeiros pela conservação da vegetação nativa, após a verificação e cumprimento dos critérios de seleção. O projeto é uma parceria entre o Ministério do Meio do Ambiente (MMA) e o Programa das Nações Unidas para o Desenvolvimento (PNUD). As inscrições já estão abertas e vão até o dia 28 de fevereiro de 2023. 

Assim como na primeira chamada pública da modalidade, serão selecionados beneficiários sem infração ambiental e que tenham vegetação nativa conservada além do mínimo exigido por lei. Os produtores também precisam estar com o Cadastro Ambiental Rural (CAR) validado pelo órgão competente, além de cumprir com os demais critérios previstos no edital da chamada pública para serem elegíveis. Os beneficiários selecionados receberão o pagamento de, no mínimo, R$ 400 reais por hectare de excedente de vegetação nativa por ano.

Para realizar a inscrição, é necessário preencher o formulário eletrônico disponível neste link de forma voluntária e gratuita. Devem ser informados no formulário dados pessoais e informações de contato. Após as análises das informações, o potencial beneficiário será notificado para a finalização do cadastro e assinatura do Termo de Adesão. Somente após a assinatura do Termo e a confirmação que o potencial beneficiário foi selecionado é que a participação no projeto será validada. 

Recuperação de vegetação

O projeto também recebe, até 6 de outubro, inscrições para “Solicitação de Informação”, com o objetivo de mapear instituições que trabalham com projetos de recuperação da vegetação nativa na Amazônia e que tenham o potencial de atuarem como parceiras do Floresta+ na modalidade Recuperação.

O aviso de “Solicitação de Informação” e mais informações estão disponíveis neste link: https://vendor.un.org.br/processes/6738

Floresta+ Amazônia

O Projeto Floresta+ Amazônia recompensa quem protege e recupera a floresta e contribui para a redução de emissões de gases de efeito estufa. Com o foco na estratégia de incentivos aos serviços ambientais, até 2026 a iniciativa reconhecerá o trabalho de pequenos produtores rurais e agricultores familiares, apoiará projetos de povos indígenas e de comunidades tradicionais, assim como ações de inovação com foco no desenvolvimento sustentável na Amazônia Legal.

O projeto funciona por meio de quatro modalidades: Floresta+ Conservação; Floresta+ Recuperação; Floresta+ Comunidades; Floresta+ Inovação. 

 

ASCOM MMA

*Com informações do Projeto Floresta+ Amazônia"
"Ministério do Meio Ambiente distribui 2,5 mil placas de sinalização a caminhos da RedeTrilhas",https://www.gov.br/mma/pt-br/assuntos/noticias/ministerio-do-meio-ambiente-distribui-2-5-mil-placas-de-sinalizacao-a-caminhos-da-redetrilhas,"Com o objetivo de melhorar a sinalização das trilhas nacionais, o Ministério do Meio Ambiente (MMA) distribuiu 2,5 mil placas de sinalização às trilhas aderidas à Rede Nacional de Trilhas de Longo Curso (RedeTrilhas). A iniciativa, promovida pelo MMA, visa auxiliar na segurança dos visitantes, evitando que se percam, além disso irá contribuir com a preservação da natureza, evitando a criação de atalhos em áreas sensíveis.

As placas serão distribuídas ao longo de quase 2 mil quilômetros de trilhas e incluem a Trilha Nacional Transmantiqueira (RJ/SP/MG), Caminhos de Cora Coralina (GO), Transcarioca (RJ), Sucupira (DF), Caminhos da Serra do Mar (RJ) e a dos Canyons (RS).

Atualmente, seis Trilhas de Longo Curso fazem parte da Rede, e outras seis já estão em fase de adesão, sendo elas: Trilha CoróTur na Trilha das Cachoeiras (MG), Caminhos do Planalto Central (DF/GO), Caminhos do Peabiru (PR), Visgueiro (AL), Caminhos das Ararunas (PB) e Caminhos da Ibiapaba (CE/PI), o que significa um aumento de cerca de 2.500 km à RedeTrilhas.

O Projeto RedeTrilhas faz parte do Programa PARQUE+, que tem como objetivo incentivar o ecoturismo em parques nacionais, entornos e trilhas que os conectam. As ações de estruturação das Trilhas de Longo Curso Nacional estimulam o ecoturismo nacional e são uma importante ferramenta de conservação da biodiversidade e conexão da população com o meio ambiente.

RedeTrilhas

A Rede Nacional de Trilhas de Longo Curso e Conectividade (RedeTrilhas) é um projeto destinado a conectar pontos de interesse do patrimônio cultural e natural brasileiro por meio de trilhas de longo curso em todo o país. A RedeTrilhas foi regulamentada por portaria conjunta em setembro de 2020.

Com a RedeTrilhas, novas trilhas e trechos adicionais deverão seguir padrões de mapeamento e identificação estabelecidos pelo Manual de Sinalização de Trilhas do ICMBio. A ação traz mais segurança para os turistas e usuários, que agora poderão contar com padrões de estrutura e acesso contemplados pela iniciativa, que vão da indicação de pontos de interesse turístico, como lagos e cachoeiras, a bases para pernoite, alimentação e outros pontos de apoio.

As propostas de adesão de Trilhas de Longo Curso regionais e nacionais à RedeTrilhas devem ser apresentadas à Secretaria de Áreas Protegidas, do Ministério do Meio Ambiente, em meio físico ou por meio do e-mail redetrilhas@mma.gov.br, e podem ser encaminhadas por órgãos públicos, organizações da sociedade civil ou entes privados, de acordo com os requisitos para adesão conforme as Portarias Conjuntas n° 407/2018 e 500/2020.

ASCOM MMA"
Mutirões se mobilizam em praias e rios no Dia Mundial da Limpeza,https://www.gov.br/mma/pt-br/mutiroes-se-mobilizam-em-praias-e-rios-no-dia-mundial-da-limpeza,"Oterceiro sábado de setembro, que neste ano ocorre no dia 17, é dedicado mundialmente para a limpeza de praias, rios e mangues. Dezenas de ações ocorrem no Brasil neste ano com o objetivo de melhoria da qualidade do meio ambiente, da saúde e do bem-estar das pessoas, além de promover a conscientização e a mobilização da sociedade sobre a importância do combate ao lixo no mar e da gestão adequada dos resíduos sólidos em nossas cidades. 

O Brasil possui aproximadamente 11 mil km de costa. Nesse extenso litoral chegam diariamente diferentes tipos de resíduos como plásticos, filtros de cigarro, borrachas, metais, vidros, produtos têxteis e papéis, levados por corpos d´água ou lançados indevidamente no ambiente marinho. Para reverter esse cenário, o MMA tem incentivado ações de prevenção e limpeza dos ecossistemas fluviais e marinhos.

As ações planejadas podem ser acessadas por meio da Agenda 2022 - Mutirões de Limpeza, na página do Combate ao Lixo no Mar, no sítio do MMA. Essa ferramenta se destina a ampliar a visibilidade das iniciativas e permitir que pessoas interessadas em participar possam ter acesso a informações sobre os eventos. 

De forma a facilitar a organização e divulgação dos mutirões, foi lançado recentemente o aplicativo “Combate ao Lixo no Mar”. Desenvolvido pela Secretaria de Qualidade Ambiental do MMA, o app visa auxiliar organizadores e voluntários a planejar e executar mutirões de limpeza de praias, rios e mangues, além de orientar a atuação dos colaboradores em atividades de triagem dos resíduos, possibilitando a coleta de dados e informações e incentivando a reciclagem e a destinação final adequada dos materiais recolhidos. 

Com o uso do App, os dados levantados nos mutirões de limpeza voluntários são divulgados no Painel Resultados Mutirões de Limpeza, também disponível na página do Ministério. Além disso, o aplicativo também disponibiliza um Roteiro Prático com orientações para a organização de mutirões. 

O app “Combate ao Lixo no Mar” está disponível para download por meio do “SuperApp MMA”, nas lojas virtuais do Google Play e da Apple Store.

Assista agora o vídeo sobre as funcionalidades do aplicativo clicando aqui e baixe já o “SuperApp MMA” para ter acesso ao App “Combate ao Lixo no Mar”! 

“Neste ano, as ações de combate ao lixo no mar contam com um novo e importante aliado: o aplicativo Combate ao Lixo no Mar, disponível gratuitamente nas lojas de aplicativos. É a tecnologia a serviço da recuperação ambiental e da melhoria da qualidade de vida das pessoas. Juntamente com o aplicativo Praia Limpa, as ferramentas tecnológicas desenvolvidas pelo Ministério do Meio Ambiente ajudam no engajamento das pessoas para uma conduta mais consciente, contribuindo para a educação e cidadania ambiental, afinal praia boa é praia limpa.”, relatou o Secretário de Qualidade Ambiental, André França.

Confira aqui alguns resultados alcançados:

Muitas das ações realizadas no Dia Mundial de Limpeza contaram com a expertise e  o trabalho de instituições e projetos parceiros do Ministério do Meio Ambiente, alinhadas ao Plano Nacional de Combate ao Lixo no Mar.

Projetos apoiados pela Petrobras Socioambiental realizaram mutirões de Fernando de Noronha aos manguezais da Amazônia, passando pelo litoral do Nordeste e do Sudeste, pelas águas do interior do Estado de São Paulo, até o litoral do Paraná e Santa Catarina. Os projetos Coral Vivo, Baleia Jubarte e Albatroz mobilizaram 941 voluntários em 4 municípios no litoral sul da Bahia, com o recolhimento de mais de 2 toneladas de resíduos descartados indevidamente. O Projeto Meros do Brasil, por sua vez, mobilizou 379 pessoas em 8 Municípios (Belém/PA, Sirinhaém/PE, Neópolis/PE, Porto Seguro/BA, São Mateus/ES, Rio de Janeiro/RJ, Guaratuba/PR e Joinville/SC) e coletou 1,8 tonelada de resíduos em praias e rios. Na Praia da Vila dos Pescadores, em Bragança/PA, o Projeto Mangues da Amazônia (Instituto Peabiru) reuniu 75 voluntários que recolheram 475 kg de resíduos, sendo 250 kg de garrafas pet. Já em Fernando de Noronha, 21 voluntários recrutados pelo Projeto Golfinho Rotador (Rede Biomar) recolheram principalmente tampas de garrafas e pequenos fragmentos de plástico na Ponta da Air France.

Instituições líderes vinculadas ao Instituto Limpa Brasil, como o Projeto ECOIMBÉ e Beach Park, mobilizaram em torno de 500 voluntários, com o recolhimento de aproximadamente uma tonelada de resíduos, em Balneário Mariluz (Imbé/RS) e Alquiraz (litoral do Ceará). Nas águas interiores do Estado de São Paulo, às margens do Rio Piracicaba foram recolhidos 90 kg de resíduos sob coordenação do Projeto Corredor Caipira (Fealq, Nace-Pteca, Esalq/USP). Em Nazaré Paulista (SP), o Instituto de Pesquisas Ecológicas - IPÊ reuniu voluntários que coletaram 187 kg de resíduos, em sua maioria garrafas de vidro (long neck). A Associação MarBrasil, por sua vez, coletou no Pontal do Paraná 978 kg de resíduos descartados indevidamente, em sua maioria materiais plásticos.

Segundo os executores, os itens plásticos foram o principal tipo de resíduo encontrado. Os dados obtidos nestes e em outros mutirões estão sendo registrados no Formulário Nacional de Mutirão de Limpeza e no App Combate ao Lixo no Mar,  integrando o Painel de Resultados, na página Combate ao Lixo no Mar, do MMA.

Combate ao Lixo no Mar

O Plano de Combate ao Lixo no Mar, inédito no país, contempla ações que vão desde a gestão de resíduos sólidos até ações de limpeza de praias, rios e mangues, com gestão dos resultados para melhoria contínua, com o objetivo de aprimorar a qualidade ambiental e, consequentemente, proporcionar uma melhor qualidade de vida para as pessoas.

ASCOM MMA

 "
Dia Internacional para a Preservação da Camada de Ozônio destaca a importância dessa proteção para o planeta,https://www.gov.br/mma/pt-br/assuntos/noticias/dia-internacional-para-a-preservacao-da-camada-de-ozonio-destaca-a-importancia-dessa-protecao-para-o-planeta,"Omundo celebra, nesta sexta-feira (16), o Dia Internacional para a Preservação da Camada de Ozônio, data que celebra os 35 anos do Protocolo de Montreal, um tratado internacional que visa proteger a camada de Ozônio por meio da eliminação da produção e do consumo das substâncias responsáveis por sua destruição (SDO). O programa liderado pelo Ministério do Meio Ambiente (MMA) garantiu a redução de 63% do consumo das substâncias que geram essa degradação.

No Brasil, o MMA tem estimulado políticas públicas que garantiram a redução no uso de produtos nocivos acima da meta global estipulada no tratado. O fortalecimento do setor produtivo e os benefícios ambientais para a população brasileira estão entre os resultados alcançados nas mais de três décadas desde a assinatura do protocolo. Estima-se que, se os produtos químicos que destroem a camada de ozônio não tivessem sido banidos, estaríamos diante de um aumento da temperatura global de mais 2,5°C até o final deste século.

Conforme os últimos dados consolidados, referentes a 2021, o Brasil não apenas superou a meta de redução em 51,6%, como alcançou 63% de diminuição no consumo de produtos destruidores. O cálculo leva em consideração a média de consumo dos anos de 2009 e 2010, que foi superior a 1,3 milhão de toneladas.

A participação da indústria e do setor de serviços foi fundamental para eliminar os produtos nocivos utilizados em geladeiras, aparelhos de ar-condicionado e espumas. Hoje, 376 empresas do setor de espumas de poliuretano abandonaram as substâncias que destroem a camada de ozônio e passaram a utilizar tecnologias não agressivas.

O programa brasileiro capacitou, também, mais de 12 mil técnicos em cursos gratuitos de boas práticas sobre instalação e manutenção de sistemas de refrigeração. Fluidos refrigerantes que não poderiam mais ser aproveitados e que continham substâncias que causam danos à camada foram retirados do mercado e destruídos, de forma segura.

ASCOM MMA"
Publicado o primeiro Edital da iniciativa Escolas +Verdes,https://www.gov.br/mma/pt-br/assuntos/noticias/publicado-o-primeiro-edital-da-iniciativa-escolas-verdes-1,"Foi publicado hoje no Diário Oficial da União o Edital de Chamamento Público nº1/2022 MMA, que selecionará projetos para implantação de biodigestores em escolas públicas, por Consórcios Públicos. O Edital faz parte da iniciativa Escolas +Verdes, instituída pelo Ministério do Meio Ambiente, por meio da Portaria MMA nº 232, de 14 de setembro de 2022, para promover a sustentabilidade nas escolas brasileiras.

O biodigestor é um equipamento que produz biogás e biofertilizante líquido a partir da digestão anaeróbia de resíduos orgânicos. Assim, nada é desperdiçado. As cascas de frutas e legumes, por exemplo, deixam de ir para o lixo comum e geram o biogás, que retorna para o fogão no preparo da merenda. O biofertilizante líquido pode ser utilizado em hortas, pomares e jardins da escola.

A medida visa incentivar a separação de lixo e o tratamento de resíduos orgânicos e contribui para a melhoria da gestão de resíduos sólidos e para a redução da emissão de gases de efeito estufa, incluindo o metano. O biodigestor ainda cumpre um papel importante para despertar a educação e cidadania ambiental, e permite a conexão com matérias como ciências, química, física, matemática e biologia.

As escolas públicas que implementarem biodigestores também receberão o Selo Escola +Verde, um reconhecimento do Ministério do Meio Ambiente e um diferencial que estimulará a sustentabilidade dentro e fora da sala de aula.

As propostas podem ser enviadas por Consórcios Públicos de todo país, exclusivamente por meio da Plataforma +Brasil, www.plataformamaisbrasil.gov.br, Programa nº 4400020220009, impreterivelmente até o dia 05/10/2022. Cada proposta deve considerar a implantação de 1 (um) biodigestor por escola, em um total de 10 (dez) escolas, devendo atender a um mínimo de 4 (quatro) municípios. Para mais informações acesse a íntegra do Edital, por meio do link Edital de Chamamento Público nº1/2022 .

Prazo de envio das propostas prorrogado até 14/10/2022, conforme retificação .

As propostas deverão ser enviadas exclusivamente por meio da Plataforma + Brasil.

Edital de Chamamento Público nº1/2022 

ASCOM MMA"
MMA lança Escolas +Verdes para estimular ações sustentáveis na educação,https://www.gov.br/mma/pt-br/mma-lanca-escolas-verdes-para-estimular-acoes-sustentaveis-na-educacao,"OMinistério do Meio Ambiente (MMA) lança, nesta quarta-feira (14) o Escolas +Verdes, iniciativa que tem como objetivo promover a sustentabilidade nas escolas brasileiras, com um investimento inicial previsto em até R$ 300 milhões. A medida, realizada em parceria com Ministério da Educação (MEC), visa promover ações de cidadania e educação ambiental, como a separação e tratamento de resíduos, reciclagem, logística reversa, reúso e eficiência no uso de água, eficiência energética e energias renováveis. A portaria que regulamenta o Escolas +Verdes e define os critérios para os projetos foi assinada pelo ministro Joaquim Leite e contou com a presença dos ministros da Educação, Victor Godoy, e da cidadania, Ronaldo Bento.

Escolas públicas ou particulares que adotem práticas de sustentabilidade também poderão requisitar o selo Escola +Verde. A certificação é um reconhecimento do Ministério do Meio Ambiente e um diferencial para estimular a educação ambiental dentro e fora de sala de aula. 

Segundo o ministro Joaquim Leite, a instalação de biodigestores traz uma abordagem prática e eficiente para a educação ambiental. “Iniciativas como esta despertam no aluno a preocupação em separar o lixo, em destinar corretamente o resíduo orgânico e o sólido. Essa é uma ação do governo que mostra como fazer educação ambiental de forma direta. Se conseguirmos colocar vários biodigestores nas escolas do país, vamos evitar lixo nas cidades, nos rios e evitar emissões de gás metano, por exemplo”, destacou o ministro.

Na primeira etapa, estão previstos R$ 100 milhões para a instalação de biodigestores em escolas, possibilitando a produção de biogás a partir de resíduos orgânicos. O biodigestor é um equipamento que produz, além do biogás, o biofertilizante líquido. Assim, cascas, sementes, bagaço de frutas e restos de legumes deixam de ir para o lixo comum e geram o combustível usado no preparo da merenda escolar, substituindo a compra de botijões de GLP. A estrutura do equipamento pode ser usada, ainda, para o tratamento de esgoto em escolas que ainda não têm saneamento básico.

O ministro da educação, Victor Godoy, destacou o fato de haver mais de 7.800 escolas sem acesso às redes de esgoto, a maioria delas na zona rural. “Por isso é importante trabalhar a conscientização dos alunos, professores e da comunidade para o tratamento desses resíduos, que muitas vezes acabaria ali nos córregos, que são áreas importantes de preservação no país. Com isso, a gente começa a trabalhar, também, outros conteúdos pedagógicos. Os professores têm essa possibilidade de enriquecer a aula com uma abordagem mais prática”, reforçou Godoy.

A aquisição e implantação dos biodigestores em escolas públicas será financiada pelo Ministério do Meio Ambiente. O financiamento será feito a partir de recursos próprios ou provenientes de cooperação, acordos, ajustes e outros instrumentos celebrados pelo MMA com governos estrangeiros e organismos internacionais ou órgãos e entidades públicas ou privadas, nacionais ou internacionais, com ou sem fins lucrativos.

“Esse é um programa voltado para a melhoria da qualidade de vida da população. Este é um programa voltado para a sustentabilidade e ao acesso global à saúde e à educação. É nisso que a gente acredita, é nesse propósito que nós vamos avançar para, cada vez mais, entregar para a população aquilo que ela merece, que é uma escola de qualidade, um meio ambiente protegido, promovendo a nossa cidadania plena”, disse o ministro da Cidadania, Ronaldo Bento.

As iniciativas sustentáveis, como o biodigestor, abrem espaço para a interdisciplinaridade, pois permite que educadores nas áreas de biologia, matemática, química, física e ciências possam abordar os assuntos de forma prática com seus alunos.

Para a segunda fase do programa, a previsão é que sejam investidos R$ 200 milhões, abrangendo outras iniciativas sustentáveis.

O lançamento da iniciativa Escolas +Verdes teve como primeira medida concreta o lançamento de Edital, assinado na mesma data, que beneficiará mais de 200 escolas.

ASCOM MMA"
MMA retoma pesquisa sobre políticas públicas de proteção a cães e gatos,https://www.gov.br/mma/pt-br/assuntos/noticias/mma-retoma-pesquisa-sobre-politicas-publicas-de-protecao-a-caes-e-gatos,"Brasília (09/09/2022) – O Ministério do Meio Ambiente (MMA) retoma nesta sexta-feira (9) pesquisa online para saber quais são os projetos, atualmente, desenvolvidos pelos municípios brasileiros para proteger cães e gatos abandonados, em situação de rua, vítimas de maus-tratos ou em estado de vulnerabilidade. O questionário pode ser preenchido AQUI até o dia 31 de outubro pelos gestores e órgãos das prefeituras responsáveis pelas ações.

Essa é mais uma oportunidade que as prefeituras têm para compartilhar as informações com o MMA. A primeira fase da pesquisa ocorreu entre os meses de junho e julho e teve boa recepção. Uma parcela significativa dos municípios atendeu ao chamado e respondeu o questionário. A ideia, agora, é ampliar esse universo, de modo que se tenha um panorama mais completo da situação em todo o País.

Os dados vão servir para a formulação de políticas públicas em nível nacional e contribuir para futuras parcerias entre o governo federal e os municípios. A gestão do tema no âmbito do MMA está a cargo da recém-criada Coordenação-Geral Nacional de Proteção e Defesa Animal (CGPRO), que integra a Secretaria de Biodiversidade (SBio).

De acordo com a CGPRO, na primeira fase da pesquisa, houve um retorno significativo, tanto quantitativa quanto qualitativamente, por parte dos municípios, embora o prazo tenha sido relativamente curto. Por isso, a coordenação decidiu renovar o convite para as prefeituras que ainda não responderam o questionário a participarem dessa segunda chamada.

Além de contribuir para futuras parcerias, a pesquisa vai permitir ao MMA traçar um diagnóstico mais preciso das políticas públicas dedicadas a cães e gatos em nível nacional. Com isso, será possível identificar, de um lado, boas práticas que merecem ser incentivadas e disseminadas, e, de outro, problemas que precisam ser resolvidos, principalmente nos municípios com menos estrutura.

Segundo a Organização Mundial da Saúde (OMS), existem hoje no Brasil cerca de 20 milhões de cães e 10 milhões de gatos em situação de rua. Esse número vem crescendo de forma acelerada e teve um pico no período mais grave da pandemia. O reflexo disso é o descontrole populacional, que gera abandono de animais, maus-tratos, disseminação de doenças e impactos nocivos ao meio ambiente.

O questionário, que pode ser preenchido em poucos minutos, é dividido em quatro partes – Visão geral, Executivo municipal, Legislação e Políticas públicas. Traz perguntas sobre ações que envolvem a proteção e bem-estar de cães e gatos, como programas de controle populacional, atenção básica veterinária, campanhas de vacinação contra zoonoses, educação para guarda responsável e adoção de animais, entre outros.

SERVIÇO – A pesquisa é dirigida aos gestores municipais envolvidos com a execução de políticas públicas de proteção e bem-estar de cães e gatos das prefeituras municipais e ficará aberta até o dia 31 de outubro no site do MMA. Para participar, CLIQUE AQUI. Após fazer o cadastro, é só responder o questionário e enviar. Em caso de dúvidas, encaminhe e-mail para cgpro@mma.gov.br. No assunto, escreva “Consulta aos gestores municipais – Formulário de pesquisa sobre proteção e bem-estar de cães e gatos”.

Mais informações: Coordenação-Geral Nacional de Proteção e Defesa Animal (CGPRO) do MMA - (61) 2028-1529

ASCOM MMA"
Floresta+ Amazônia lança edital para instituições da área de inovação,https://www.gov.br/mma/pt-br/assuntos/noticias/floresta-amazonia-lanca-edital-para-instituicao-da-area-de-inovacao,"Instituições ou consórcios de organizações que atuam no desenvolvimento e apoio a programas de inovação na área ambiental podem participar de uma chamada pública da Modalidade Inovação do Projeto Floresta+ Amazônia, implementado em uma parceria entre o Ministério do Meio Ambiente (MMA) e o Programa das Nações Unidas para o Desenvolvimento (PNUD). As inscrições podem ser feitas até às 15h do dia 3 de outubro, pela internet (https://vendor.un.org.br/processes/6026). Para acessar o edital, é preciso fazer um cadastro na plataforma. 

Por meio de acordos de longo prazo, as instituições contratadas serão responsáveis por implantar até três ciclos dos programas. Além disso, v desenvolver a metodologia e implementar os programas. 

A chamada está organizada em lotes referentes a cada um dos programas de inovação, o que permite que as instituições interessadas possam se inscrever em um ou mais lotes - originação, incubação e aceleração - conforme a capacidade administrativa e experiência em cada tema.  

Para participar, as organizações ou consórcios de organizações precisam comprovar a atuação no desenvolvimento e no apoio a programas de inovação com o objetivo de impulsionar negócios com foco no estabelecimento do mercado de pagamentos por serviços ambientais ou na conservação, recuperação e uso sustentável da vegetação nativa. 

Para tirar dúvidas e prestar esclarecimentos sobre o edital, será realizada uma audiência pública no dia 19 de setembro, às 16h, no horário de Brasília, em ambiente virtual informações no link: https://vendor.un.org.br/processes/6026. As perguntas devem ser enviadas por e-mail no endereço licitacoes.jof@undp.org até o dia 17 de setembro.

Sobre o projeto

A Modalidade Floresta+ Inovação tem o objetivo de incentivar a criação e a consolidação do mercado de serviços ambientais e a conservação, recuperação e uso sustentável da vegetação nativa, por meio do desenvolvimento de soluções e empreendimentos, e assim, contribuir para o desenvolvimento sustentável e a geração de renda. 

A participação nos programas de inovação é aberta para empresas com foco em inovação e em modelos de negócios escaláveis e replicáveis, cooperativas e associações de produtores e de extrativistas, instituições de pesquisa e inovação (privadas e públicas) e ONGs/OSCs com foco em inovação.

A Modalidade Inovação está inserida num projeto mais amplo, o Floresta+ Amazônia, que busca recompensar quem protege e recupera a floresta e contribui para a redução de emissões de gases de efeito estufa. 

Com o foco em prover incentivos aos serviços ambientais, a iniciativa busca reconhecer o trabalho de pequenos produtores rurais e agricultores familiares, apoiando projetos de povos indígenas e de comunidades tradicionais e ações de inovação com o foco no desenvolvimento sustentável na Amazônia Legal. 

Implementado com recursos do Fundo Verde para o Clima (GCF), o projeto funciona por meio de quatro modalidades: Floresta+ Conservação; Floresta+ Recuperação; Floresta+ Comunidades e Floresta+ Inovação.

 ASCOM MMA"
Suspensão da autorização de uso do fogo segue vigente até outubro,https://www.gov.br/mma/pt-br/assuntos/noticias/suspensao-da-autorizacao-de-uso-do-fogo-segue-vigente-ate-outubro,"As medidas de combate às queimadas, previstas no Decreto 11.100, de 22 de junho de 2022, seguem vigentes em todo território nacional para proteger a vegetação em todos os biomas durante o período de seca. A suspensão do uso de fogo deve ser observada até a segunda metade de outubro, quando começa o período de chuvas em grande parte do país.

A suspensão da permissão para uso do fogo vem sendo adotada desde 2020 e tem o objetivo de salvaguardar o direito constitucional a um meio ambiente ecologicamente equilibrado.

Há, entretanto, algumas exceções previstas no texto, relacionadas a prevenção de incêndio, agricultura de subsistência, controle fitossanitário por uso do fogo, queimas controladas, dentre outras.

Operação Guardiões do Bioma

Coordenada pelo Ministério da Justiça e Segurança Pública, em parceria com o Ministério do Meio Ambiente, a Operação Guardiões do Bioma possui dois eixos, sendo um deles o combate a incêndios florestais.

Lançada em julho de 2021, a primeira fase do eixo queimadas contou com efetivo de mais de oito mil profissionais no combate a 18,3 mil focos de incêndios florestais e 7 mil crimes ambientais. Foram 3.853 ações preventivas, 137 maquinários apreendidos, além de 1.580 animais resgatados em 11 estados brasileiros. Ainda, foram mais de 5.800 m³ de madeira apreendida, o equivalente a 204 contêineres cheios. A segunda edição foi lançada em junho deste ano. Com investimento de R$ 77 milhões, a atuação inclui os biomas Amazônia, Mata Atlântica, Caatinga, Cerrado e Pantanal.

ASCOM MMA"
